CHAVE,NOME,AGENCIA,AGENCIA_NOME,CIDADE,DATA_ASSOCIACAO,DATA_VALIDA,RENDA_MENSAL,RENDA_INFORMADA,CONTA_CORRENTE,CARTAO,CREDITO,INVESTIMENTO,CONSORCIO,SEGURO,SALDO_MEDIO,PIX_MENSAL,COMPRAS_CARTAO,QTD_PRODUTOS,TEMPO_RELACIONAMENTO_ANOS,FAIXA_TEMPO,FAIXA_RENDA,INDICE_MOVIMENTACAO,SCORE_PRODUTOS,SCORE_TEMPO,SCORE_MOVIMENTACAO,SCORE_TOTAL,CLASSIFICACAO,OPORT_CROSS_SELL,OPORT_BAIXA_UTILIZACAO
771,Fernanda Sobrenome,3,Agencia 3,Toledo,2026-01-02,True,9341.0,True,False,True,True,False,False,True,181400,53,7125,3,0.66,Menos de 2 anos,R$ 8.001 a R$ 15.000,59.2,1,0,2,3,Em Desenvolvimento,False,False
772,Fernanda Sobrenome,5,Agencia 5,Maringa,2018-03-14,True,11922.0,True,False,False,False,True,True,False,139692,60,5095,2,8.46,Mais de 5 anos,R$ 8.001 a R$ 15.000,49.3,1,3,1,5,Maduro,False,False
773,Carlos Sobrenome,2,Agencia 2,Pato Branco,,False,2883.0,True,True,False,False,True,False,True,146005,78,5421,3,,Nao informado,Ate R$ 3.000,55.6,1,1,2,4,Em Desenvolvimento,False,False
774,Amanda Sobrenome,5,Agencia 5,Chapeco,,False,19659.0,True,True,False,False,False,True,False,209603,95,18968,2,,Nao informado,Acima de R$ 15.000,89.6,1,1,3,5,Maduro,True,False
775,Mariana Sobrenome,1,Agencia 1,Pato Branco,2025-11-27,True,17970.0,True,True,True,False,False,False,False,192696,37,13625,2,0.76,Menos de 2 anos,Acima de R$ 15.000,65.7,1,0,3,4,Em Desenvolvimento,True,False
776,Mariana Sobrenome,4,Agencia 4,Cascavel,2023-08-14,True,27845.0,True,True,False,True,True,True,True,225906,48,13146,5,3.04,3 a 5 anos,Acima de R$ 15.000,74.2,2,2,3,7,Engajado,False,False
777,Joao Sobrenome,4,Agencia 4,Cascavel,2019-08-09,True,7905.0,True,False,True,True,False,False,True,201854,0,1420,3,7.06,Mais de 5 anos,R$ 3.001 a R$ 8.000,42.8,1,3,1,5,Maduro,False,False
778,Ricardo Sobrenome,2,Agencia 2,Chapeco,2025-05-16,True,18751.0,True,True,False,False,True,True,False,33150,32,2078,3,1.29,Menos de 2 anos,Acima de R$ 15.000,18.0,1,0,0,1,Inicial,False,True
779,Mariana Sobrenome,1,Agencia 1,Pato Branco,2023-04-18,True,12082.0,True,False,True,False,True,False,False,236852,15,10766,2,3.37,3 a 5 anos,R$ 8.001 a R$ 15.000,64.6,1,2,3,6,Maduro,False,False
780,Lucas Sobrenome,2,Agencia 2,Maringa,2019-08-09,True,22244.0,True,True,False,False,False,False,False,79096,22,12511,1,7.06,Mais de 5 anos,Acima de R$ 15.000,37.4,0,3,1,4,Em Desenvolvimento,True,False
781,Joao Sobrenome,2,Agencia 2,Pato Branco,2020-02-24,True,10245.0,True,True,True,True,True,True,False,32696,59,3906,5,6.51,Mais de 5 anos,R$ 8.001 a R$ 15.000,26.6,2,3,0,5,Maduro,False,True
782,Fernanda Sobrenome,3,Agencia 3,Chapeco,2020-06-09,True,13131.0,True,True,False,False,True,False,True,47558,22,16215,3,6.22,Mais de 5 anos,R$ 8.001 a R$ 15.000,35.7,1,3,0,4,Em Desenvolvimento,False,True
783,Carlos Sobrenome,3,Agencia 3,Cascavel,2023-12-11,True,26712.0,True,True,True,False,False,False,True,69376,36,7377,3,2.72,2 a 3 anos,Acima de R$ 15.000,32.5,1,1,0,2,Inicial,False,True
784,Lucas Sobrenome,2,Agencia 2,Pato Branco,2026-05-05,True,18114.0,True,False,True,False,True,True,True,198009,40,1473,4,0.32,Menos de 2 anos,Acima de R$ 15.000,52.2,2,0,2,4,Em Desenvolvimento,False,False
785,Bruno Sobrenome,2,Agencia 2,Pato Branco,2024-09-21,True,27122.0,True,False,True,True,True,True,True,140696,65,18832,5,1.94,Menos de 2 anos,Acima de R$ 15.000,68.0,2,0,3,5,Maduro,False,False
786,Bruno Sobrenome,3,Agencia 3,Pato Branco,2018-12-17,True,29898.0,True,False,True,True,False,True,True,18569,74,283,4,7.7,Mais de 5 anos,Acima de R$ 15.000,22.9,2,3,0,5,Maduro,False,True
787,Paula Sobrenome,1,Agencia 1,Cascavel,2018-09-19,True,22480.0,True,False,False,True,False,False,False,140678,32,12956,1,7.95,Mais de 5 anos,Acima de R$ 15.000,52.6,0,3,2,5,Maduro,True,False
788,Fernanda Sobrenome,3,Agencia 3,Pato Branco,2021-09-07,True,27341.0,True,True,False,True,False,False,True,173733,94,9801,3,4.98,3 a 5 anos,Acima de R$ 15.000,70.4,1,2,3,6,Maduro,False,False
789,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2018-07-15,True,3275.0,True,True,True,True,False,True,False,98854,85,1964,4,8.13,Mais de 5 anos,R$ 3.001 a R$ 8.000,42.9,2,3,1,6,Maduro,False,False
790,Juliana Sobrenome,3,Agencia 3,Cascavel,2024-10-20,True,21481.0,True,False,False,True,False,True,True,118253,11,8579,3,1.86,Menos de 2 anos,Acima de R$ 15.000,37.0,1,0,0,1,Inicial,False,True
791,Fernanda Sobrenome,2,Agencia 2,Cascavel,2022-11-26,True,14585.0,True,True,False,False,False,False,False,221724,63,10647,1,3.76,3 a 5 anos,R$ 8.001 a R$ 15.000,73.6,0,2,3,5,Maduro,False,False
792,Mariana Sobrenome,2,Agencia 2,Maringa,2024-05-20,True,2373.0,True,False,True,False,False,True,False,95708,48,11088,2,2.28,2 a 3 anos,Ate R$ 3.000,45.8,1,1,1,3,Em Desenvolvimento,False,False
793,Joao Sobrenome,2,Agencia 2,Cascavel,2024-11-18,True,19731.0,True,False,False,False,True,False,False,144462,25,9747,1,1.78,Menos de 2 anos,Acima de R$ 15.000,47.7,0,0,1,1,Inicial,True,False
794,Lucas Sobrenome,3,Agencia 3,Pato Branco,2021-06-11,True,19061.0,True,True,True,False,True,True,True,150156,41,14065,5,5.22,Mais de 5 anos,Acima de R$ 15.000,58.5,2,3,2,7,Engajado,False,False
795,Lucas Sobrenome,4,Agencia 4,Maringa,2024-02-02,True,15359.0,True,False,False,False,False,True,True,130951,2,8868,2,2.57,2 a 3 anos,Acima de R$ 15.000,38.1,1,1,1,3,Em Desenvolvimento,True,False
796,Juliana Sobrenome,5,Agencia 5,Pato Branco,2018-06-13,True,10240.0,True,False,False,False,False,False,False,113086,4,18598,0,8.21,Mais de 5 anos,R$ 8.001 a R$ 15.000,46.8,0,3,1,4,Em Desenvolvimento,False,False
797,Ricardo Sobrenome,4,Agencia 4,Chapeco,2021-10-01,True,10885.0,True,False,True,False,True,False,False,196387,7,16861,2,4.91,3 a 5 anos,R$ 8.001 a R$ 15.000,62.9,1,2,2,5,Maduro,False,False
798,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2018-01-23,True,27242.0,True,False,True,False,False,False,True,149586,68,7522,2,8.6,Mais de 5 anos,Acima de R$ 15.000,56.7,1,3,2,6,Maduro,True,False
799,Ricardo Sobrenome,5,Agencia 5,Toledo,2025-07-20,True,16371.0,True,False,False,True,False,False,False,17745,76,2598,1,1.11,Menos de 2 anos,Acima de R$ 15.000,26.0,0,0,0,0,Inicial,True,True
800,Amanda Sobrenome,5,Agencia 5,Pato Branco,2021-06-20,True,26892.0,True,False,True,True,True,True,True,97810,31,15094,5,5.19,Mais de 5 anos,Acima de R$ 15.000,46.4,2,3,1,6,Maduro,False,False
801,Juliana Sobrenome,1,Agencia 1,Pato Branco,2025-11-04,True,23261.0,True,False,True,True,True,False,False,111796,62,13494,3,0.82,Menos de 2 anos,Acima de R$ 15.000,55.0,1,0,2,3,Em Desenvolvimento,False,False
802,Bruno Sobrenome,4,Agencia 4,Pato Branco,2018-05-28,True,15560.0,True,True,True,False,True,True,True,135670,6,9330,5,8.26,Mais de 5 anos,Acima de R$ 15.000,40.2,2,3,1,6,Maduro,False,False
803,Mariana Sobrenome,5,Agencia 5,Chapeco,2022-07-01,True,8453.0,True,False,True,False,True,True,False,234345,93,14066,3,4.16,3 a 5 anos,R$ 8.001 a R$ 15.000,87.2,1,2,3,6,Maduro,False,False
804,Ricardo Sobrenome,3,Agencia 3,Cascavel,2023-01-25,True,20779.0,True,True,True,False,False,True,False,16972,72,6468,3,3.59,3 a 5 anos,Acima de R$ 15.000,29.4,1,2,0,3,Em Desenvolvimento,False,True
805,Fernanda Sobrenome,5,Agencia 5,Cascavel,2018-07-11,True,4358.0,True,False,False,True,True,False,True,242911,20,4926,3,8.14,Mais de 5 anos,R$ 3.001 a R$ 8.000,59.2,1,3,2,6,Maduro,False,False
806,Fernanda Sobrenome,3,Agencia 3,Chapeco,2025-05-11,True,6234.0,True,True,False,False,True,True,True,121099,76,6384,4,1.3,Menos de 2 anos,R$ 3.001 a R$ 8.000,51.2,2,0,2,4,Em Desenvolvimento,False,False
807,Mariana Sobrenome,4,Agencia 4,Pato Branco,2018-05-20,True,26274.0,True,True,False,False,True,True,False,94096,39,18473,3,8.28,Mais de 5 anos,Acima de R$ 15.000,51.8,1,3,2,6,Maduro,False,False
808,Fernanda Sobrenome,4,Agencia 4,Pato Branco,2019-03-15,True,19429.0,True,False,False,True,True,True,True,195483,81,3613,4,7.46,Mais de 5 anos,Acima de R$ 15.000,63.9,2,3,3,8,Engajado,False,False
809,Bruno Sobrenome,2,Agencia 2,Pato Branco,2026-01-14,True,12486.0,True,True,True,False,False,True,False,182058,72,2337,3,0.62,Menos de 2 anos,R$ 8.001 a R$ 15.000,57.9,1,0,2,3,Em Desenvolvimento,False,False
810,Ricardo Sobrenome,1,Agencia 1,Toledo,2019-01-24,True,21323.0,True,False,True,False,False,True,False,112207,38,7380,2,7.6,Mais de 5 anos,Acima de R$ 15.000,41.3,1,3,1,5,Maduro,True,False
811,Lucas Sobrenome,5,Agencia 5,Pato Branco,2019-05-17,True,11443.0,True,True,False,False,False,False,False,1942,15,12811,1,7.29,Mais de 5 anos,R$ 8.001 a R$ 15.000,20.1,0,3,0,3,Em Desenvolvimento,False,True
812,Lucas Sobrenome,4,Agencia 4,Toledo,2024-07-15,True,10273.0,True,False,False,False,True,False,False,196364,7,16952,1,2.12,2 a 3 anos,R$ 8.001 a R$ 15.000,62.9,0,1,2,3,Em Desenvolvimento,False,False
813,Paula Sobrenome,4,Agencia 4,Maringa,2021-06-13,True,19919.0,True,True,False,False,False,False,True,143439,72,2493,2,5.21,Mais de 5 anos,Acima de R$ 15.000,49.8,1,3,1,5,Maduro,True,False
814,Joao Sobrenome,4,Agencia 4,Cascavel,2023-10-17,True,20998.0,True,True,True,True,True,True,False,177825,62,8886,5,2.87,2 a 3 anos,Acima de R$ 15.000,62.4,2,1,2,5,Maduro,False,False
815,Ricardo Sobrenome,2,Agencia 2,Pato Branco,2021-08-11,True,3549.0,True,True,True,False,False,True,True,42445,98,9848,4,5.05,Mais de 5 anos,R$ 3.001 a R$ 8.000,46.2,2,3,1,6,Maduro,False,False
816,Juliana Sobrenome,2,Agencia 2,Toledo,2020-05-08,True,9227.0,True,False,True,False,False,False,True,153192,57,15034,2,6.31,Mais de 5 anos,R$ 8.001 a R$ 15.000,63.9,1,3,3,7,Engajado,False,False
817,Paula Sobrenome,1,Agencia 1,Chapeco,2021-04-14,True,12026.0,True,False,False,True,False,False,True,5320,30,3760,2,5.38,Mais de 5 anos,R$ 8.001 a R$ 15.000,13.1,1,3,0,4,Em Desenvolvimento,False,True
818,Juliana Sobrenome,2,Agencia 2,Maringa,2023-11-16,True,16638.0,True,True,False,True,True,True,True,182016,90,12418,5,2.79,2 a 3 anos,Acima de R$ 15.000,74.9,2,1,3,6,Maduro,False,False
819,Amanda Sobrenome,1,Agencia 1,Pato Branco,,False,27511.0,True,False,False,False,False,True,True,150213,41,13470,2,,Nao informado,Acima de R$ 15.000,57.9,1,1,2,4,Em Desenvolvimento,True,False
820,Ricardo Sobrenome,3,Agencia 3,Chapeco,2019-11-25,True,29972.0,True,True,True,False,False,False,False,148572,22,18791,2,6.76,Mais de 5 anos,Acima de R$ 15.000,58.6,1,3,2,6,Maduro,True,False
821,Mariana Sobrenome,2,Agencia 2,Pato Branco,2022-11-17,True,14704.0,True,False,False,False,True,False,True,55547,56,6786,2,3.78,3 a 5 anos,R$ 8.001 a R$ 15.000,33.7,1,2,0,3,Em Desenvolvimento,False,True
822,Carlos Sobrenome,1,Agencia 1,Toledo,2018-03-02,True,20187.0,True,True,True,True,True,False,False,93281,49,18210,4,8.5,Mais de 5 anos,Acima de R$ 15.000,54.1,2,3,2,7,Engajado,False,False
823,Paula Sobrenome,2,Agencia 2,Chapeco,2025-06-06,True,10588.0,True,False,False,False,True,True,True,234469,92,15343,3,1.23,Menos de 2 anos,R$ 8.001 a R$ 15.000,88.6,1,0,3,4,Em Desenvolvimento,False,False
824,Joao Sobrenome,4,Agencia 4,Cascavel,2024-04-11,True,9275.0,True,False,False,False,True,False,False,56379,85,5834,1,2.38,2 a 3 anos,R$ 8.001 a R$ 15.000,39.6,0,1,1,2,Inicial,False,False
825,Juliana Sobrenome,5,Agencia 5,Maringa,2018-06-02,True,11622.0,True,False,True,False,False,True,True,151866,55,13869,3,8.24,Mais de 5 anos,R$ 8.001 a R$ 15.000,61.9,1,3,2,6,Maduro,False,False
826,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2021-10-21,True,24068.0,True,False,False,True,False,False,True,233339,42,15174,2,4.86,3 a 5 anos,Acima de R$ 15.000,76.4,1,2,3,6,Maduro,True,False
827,Paula Sobrenome,5,Agencia 5,Chapeco,2018-10-01,True,11801.0,True,True,True,True,False,True,False,65251,57,14355,4,7.91,Mais de 5 anos,R$ 8.001 a R$ 15.000,45.4,2,3,1,6,Maduro,False,False
828,Mariana Sobrenome,5,Agencia 5,Pato Branco,2025-02-14,True,8342.0,True,False,False,False,False,True,False,22615,99,13372,1,1.54,Menos de 2 anos,R$ 8.001 a R$ 15.000,47.2,0,0,1,1,Inicial,False,False
829,Lucas Sobrenome,5,Agencia 5,Chapeco,2022-10-17,True,6188.0,True,False,False,True,True,False,True,158940,19,3002,3,3.87,3 a 5 anos,R$ 3.001 a R$ 8.000,40.2,1,2,1,4,Em Desenvolvimento,False,False
830,Lucas Sobrenome,3,Agencia 3,Pato Branco,2019-04-17,True,15413.0,True,True,False,False,False,True,True,72400,15,11593,3,7.37,Mais de 5 anos,Acima de R$ 15.000,33.1,1,3,0,4,Em Desenvolvimento,False,True
831,Bruno Sobrenome,5,Agencia 5,Pato Branco,2018-08-16,True,14879.0,True,True,False,False,False,False,True,112067,58,13095,2,8.04,Mais de 5 anos,R$ 8.001 a R$ 15.000,53.5,1,3,2,6,Maduro,False,False
832,Amanda Sobrenome,5,Agencia 5,Maringa,2024-02-09,True,3889.0,True,True,True,False,False,False,True,166847,81,4046,3,2.55,2 a 3 anos,R$ 3.001 a R$ 8.000,58.4,1,1,2,4,Em Desenvolvimento,False,False
833,Amanda Sobrenome,5,Agencia 5,Pato Branco,2026-05-14,True,11756.0,True,False,True,True,True,False,True,120556,4,9066,4,0.3,Menos de 2 anos,R$ 8.001 a R$ 15.000,36.7,2,0,0,2,Inicial,False,True
834,Lucas Sobrenome,1,Agencia 1,Maringa,2023-03-17,True,18756.0,True,True,False,False,False,True,False,50813,10,6446,2,3.46,3 a 5 anos,Acima de R$ 15.000,20.9,1,2,0,3,Em Desenvolvimento,True,True
835,Bruno Sobrenome,5,Agencia 5,Pato Branco,2020-02-14,True,10239.0,True,False,False,True,False,False,True,21808,80,10994,2,6.54,Mais de 5 anos,R$ 8.001 a R$ 15.000,39.1,1,3,1,5,Maduro,False,False
836,Fernanda Sobrenome,1,Agencia 1,Pato Branco,2019-03-26,True,13116.0,True,False,True,False,True,True,True,153250,64,8940,4,7.43,Mais de 5 anos,R$ 8.001 a R$ 15.000,58.2,2,3,2,7,Engajado,False,False
837,Mariana Sobrenome,1,Agencia 1,Cascavel,2020-03-17,True,6528.0,True,True,False,False,False,True,True,8448,62,4340,3,6.45,Mais de 5 anos,R$ 3.001 a R$ 8.000,23.0,1,3,0,4,Em Desenvolvimento,False,True
838,Juliana Sobrenome,5,Agencia 5,Pato Branco,2022-10-05,True,20019.0,True,False,False,True,True,True,True,66096,36,11388,4,3.9,3 a 5 anos,Acima de R$ 15.000,36.8,2,2,0,4,Em Desenvolvimento,False,True
839,Juliana Sobrenome,3,Agencia 3,Cascavel,2026-04-05,True,9635.0,True,True,False,True,False,False,True,132448,53,2912,3,0.4,Menos de 2 anos,R$ 8.001 a R$ 15.000,43.6,1,0,1,2,Inicial,False,False
840,Lucas Sobrenome,1,Agencia 1,Chapeco,2023-05-07,True,2540.0,True,False,True,False,True,False,True,32444,63,19433,3,3.32,3 a 5 anos,Ate R$ 3.000,47.1,1,2,1,4,Em Desenvolvimento,False,False
841,Fernanda Sobrenome,4,Agencia 4,Maringa,2022-07-11,True,4137.0,True,False,True,False,True,True,False,8291,73,705,3,4.14,3 a 5 anos,R$ 3.001 a R$ 8.000,20.8,1,2,0,3,Em Desenvolvimento,False,True
842,Lucas Sobrenome,1,Agencia 1,Pato Branco,2024-02-10,True,15360.0,True,False,True,False,True,True,True,17027,50,2030,4,2.55,2 a 3 anos,Acima de R$ 15.000,19.1,2,1,0,3,Em Desenvolvimento,False,True
843,Fernanda Sobrenome,3,Agencia 3,Toledo,2018-07-06,True,17039.0,True,False,True,False,True,False,True,182009,93,16960,3,8.15,Mais de 5 anos,Acima de R$ 15.000,81.2,1,3,3,7,Engajado,False,False
844,Joao Sobrenome,1,Agencia 1,Maringa,2018-01-10,True,11142.0,True,False,False,True,False,False,False,154884,40,3121,1,8.64,Mais de 5 anos,R$ 8.001 a R$ 15.000,45.4,0,3,1,4,Em Desenvolvimento,False,False
845,Amanda Sobrenome,4,Agencia 4,Pato Branco,2019-09-01,True,2169.0,True,True,False,True,False,False,True,176699,12,16708,3,7.0,Mais de 5 anos,Ate R$ 3.000,59.2,1,3,2,6,Maduro,False,False
846,Mariana Sobrenome,2,Agencia 2,Chapeco,2023-02-15,True,7683.0,True,False,False,True,True,False,True,183043,26,16517,3,3.54,3 a 5 anos,R$ 3.001 a R$ 8.000,64.5,1,2,3,6,Maduro,False,False
847,Bruno Sobrenome,1,Agencia 1,Pato Branco,2024-08-10,True,,False,False,True,False,False,True,False,30745,39,13383,2,2.05,2 a 3 anos,Nao informado,33.3,1,1,0,2,Inicial,False,True
848,Bruno Sobrenome,4,Agencia 4,Chapeco,2022-11-13,True,14187.0,True,False,False,False,True,True,False,42080,76,19914,2,3.79,3 a 5 anos,R$ 8.001 a R$ 15.000,52.8,1,2,2,5,Maduro,False,False
849,Fernanda Sobrenome,3,Agencia 3,Pato Branco,2026-08-08,True,27427.0,True,True,True,False,False,False,True,163768,17,15554,3,0.06,Menos de 2 anos,Acima de R$ 15.000,56.6,1,0,2,3,Em Desenvolvimento,False,False
850,Paula Sobrenome,2,Agencia 2,Chapeco,2019-05-01,True,11035.0,True,True,False,True,False,False,False,212169,24,7946,2,7.33,Mais de 5 anos,R$ 8.001 a R$ 15.000,58.7,1,3,2,6,Maduro,False,False
851,Joao Sobrenome,4,Agencia 4,Maringa,2020-03-18,True,13362.0,True,False,False,False,True,True,False,110944,60,4005,2,6.45,Mais de 5 anos,R$ 8.001 a R$ 15.000,42.1,1,3,1,5,Maduro,False,False
852,Amanda Sobrenome,2,Agencia 2,Toledo,2018-10-05,True,13068.0,True,True,True,False,False,False,False,5515,61,10095,2,7.9,Mais de 5 anos,R$ 8.001 a R$ 15.000,29.2,1,3,0,4,Em Desenvolvimento,False,True
853,Mariana Sobrenome,4,Agencia 4,Chapeco,2024-02-19,True,8434.0,True,False,False,False,False,True,True,101705,50,11713,2,2.53,2 a 3 anos,R$ 8.001 a R$ 15.000,48.0,1,1,1,3,Em Desenvolvimento,False,False
854,Fernanda Sobrenome,3,Agencia 3,Maringa,2025-11-20,True,26257.0,True,False,False,True,False,True,True,139249,41,3831,3,0.77,Menos de 2 anos,Acima de R$ 15.000,42.9,1,0,1,2,Inicial,False,False
855,Juliana Sobrenome,2,Agencia 2,Pato Branco,2025-06-23,True,2708.0,True,False,True,True,True,False,True,75940,23,4357,4,1.19,Menos de 2 anos,Ate R$ 3.000,26.7,2,0,0,2,Inicial,False,True
856,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2021-11-10,True,24743.0,True,False,False,True,True,False,True,88912,6,655,3,4.8,3 a 5 anos,Acima de R$ 15.000,20.1,1,2,0,3,Em Desenvolvimento,False,True
857,Joao Sobrenome,2,Agencia 2,Chapeco,2022-10-26,True,28091.0,True,True,False,True,False,False,True,140549,42,3627,3,3.84,3 a 5 anos,Acima de R$ 15.000,43.2,1,2,1,4,Em Desenvolvimento,False,False
858,Mariana Sobrenome,5,Agencia 5,Pato Branco,,False,24327.0,True,True,True,False,True,True,True,20880,30,16704,5,,Nao informado,Acima de R$ 15.000,33.5,2,1,0,3,Em Desenvolvimento,False,True
859,Joao Sobrenome,5,Agencia 5,Toledo,2023-12-20,True,16583.0,True,False,False,False,False,False,False,11238,47,18912,0,2.69,2 a 3 anos,Acima de R$ 15.000,38.4,0,1,1,2,Inicial,True,False
860,Paula Sobrenome,5,Agencia 5,Chapeco,2021-03-23,True,26980.0,True,True,True,True,True,False,True,49947,33,12197,5,5.44,Mais de 5 anos,Acima de R$ 15.000,34.2,2,3,0,5,Maduro,False,True
861,Juliana Sobrenome,1,Agencia 1,Maringa,2024-11-27,True,21981.0,True,False,False,False,False,True,True,12168,75,6630,2,1.75,Menos de 2 anos,Acima de R$ 15.000,29.3,1,0,0,1,Inicial,True,True
862,Bruno Sobrenome,4,Agencia 4,Chapeco,2024-06-16,True,16911.0,True,True,False,False,True,False,True,134810,92,5584,3,2.2,2 a 3 anos,Acima de R$ 15.000,56.6,1,1,2,4,Em Desenvolvimento,False,False
863,Carlos Sobrenome,4,Agencia 4,Pato Branco,2026-05-26,True,24492.0,True,False,True,True,False,False,True,178191,84,7632,3,0.26,Menos de 2 anos,Acima de R$ 15.000,66.2,1,0,3,4,Em Desenvolvimento,False,False
864,Juliana Sobrenome,4,Agencia 4,Pato Branco,2020-01-12,True,16600.0,True,False,False,True,True,True,True,190376,42,4292,4,6.63,Mais de 5 anos,Acima de R$ 15.000,54.7,2,3,2,7,Engajado,False,False
865,Juliana Sobrenome,3,Agencia 3,Cascavel,2025-06-27,True,26490.0,True,True,False,False,False,False,True,21475,43,13950,2,1.17,Menos de 2 anos,Acima de R$ 15.000,34.0,1,0,0,1,Inicial,True,True
866,Amanda Sobrenome,2,Agencia 2,Cascavel,2018-08-17,True,12083.0,True,False,False,False,False,False,True,139656,76,14658,1,8.04,Mais de 5 anos,R$ 8.001 a R$ 15.000,65.1,0,3,3,6,Maduro,False,False
867,Fernanda Sobrenome,5,Agencia 5,Pato Branco,2021-04-21,True,26854.0,True,False,True,False,True,True,False,209557,76,14722,3,5.36,Mais de 5 anos,Acima de R$ 15.000,79.5,1,3,3,7,Engajado,False,False
868,Fernanda Sobrenome,5,Agencia 5,Pato Branco,2019-08-09,True,3524.0,True,True,True,False,False,False,False,129817,88,318,2,7.06,Mais de 5 anos,R$ 3.001 a R$ 8.000,48.3,1,3,1,5,Maduro,False,False
869,Bruno Sobrenome,1,Agencia 1,Chapeco,2026-02-28,True,2039.0,True,True,False,False,True,False,True,107943,93,3367,3,0.5,Menos de 2 anos,Ate R$ 3.000,48.3,1,0,1,2,Inicial,False,False
870,Mariana Sobrenome,3,Agencia 3,Pato Branco,2024-06-13,True,26401.0,True,False,True,False,True,True,True,239751,44,14262,4,2.21,2 a 3 anos,Acima de R$ 15.000,77.2,2,1,3,6,Maduro,False,False
871,Fernanda Sobrenome,4,Agencia 4,Pato Branco,2022-06-05,True,21931.0,True,False,False,True,False,False,False,174831,0,17059,1,4.24,3 a 5 anos,Acima de R$ 15.000,56.6,0,2,2,4,Em Desenvolvimento,True,False
872,Bruno Sobrenome,4,Agencia 4,Cascavel,2019-01-27,True,9975.0,True,False,True,True,False,True,False,18068,2,13916,3,7.59,Mais de 5 anos,R$ 8.001 a R$ 15.000,22.2,1,3,0,4,Em Desenvolvimento,False,True
873,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2021-05-13,True,3660.0,True,True,False,True,False,False,False,197332,37,10966,2,5.3,Mais de 5 anos,R$ 3.001 a R$ 8.000,63.5,1,3,3,7,Engajado,False,False
874,Bruno Sobrenome,5,Agencia 5,Chapeco,2020-11-08,True,25150.0,True,False,True,True,True,False,True,247234,21,19135,4,5.81,Mais de 5 anos,Acima de R$ 15.000,78.3,2,3,3,8,Engajado,False,False
875,Lucas Sobrenome,3,Agencia 3,Maringa,2020-06-04,True,21874.0,True,True,False,False,False,True,True,194932,52,19338,3,6.24,Mais de 5 anos,Acima de R$ 15.000,77.1,1,3,3,7,Engajado,False,False
876,Juliana Sobrenome,1,Agencia 1,Pato Branco,2018-05-01,True,11207.0,True,False,False,False,True,True,True,74372,18,14046,3,8.33,Mais de 5 anos,R$ 8.001 a R$ 15.000,37.1,1,3,0,4,Em Desenvolvimento,False,True
877,Juliana Sobrenome,3,Agencia 3,Pato Branco,2019-10-14,True,24150.0,True,False,True,True,True,False,False,165462,98,18936,3,6.88,Mais de 5 anos,Acima de R$ 15.000,81.2,1,3,3,7,Engajado,False,False
878,Juliana Sobrenome,4,Agencia 4,Chapeco,2026-02-09,True,18915.0,True,False,True,False,True,False,True,126821,34,17401,3,0.55,Menos de 2 anos,Acima de R$ 15.000,56.0,1,0,2,3,Em Desenvolvimento,False,False
879,Lucas Sobrenome,5,Agencia 5,Maringa,2023-08-24,True,25714.0,True,True,False,True,True,True,False,48207,3,11309,4,3.02,3 a 5 anos,Acima de R$ 15.000,25.4,2,2,0,4,Em Desenvolvimento,False,True
880,Bruno Sobrenome,4,Agencia 4,Pato Branco,2022-11-03,True,9661.0,True,True,True,False,False,False,True,27332,17,9761,3,3.82,3 a 5 anos,R$ 8.001 a R$ 15.000,22.8,1,2,0,3,Em Desenvolvimento,False,True
881,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2018-01-27,True,17940.0,True,True,True,True,True,True,True,25295,75,13100,6,8.59,Mais de 5 anos,Acima de R$ 15.000,41.0,3,3,1,7,Engajado,False,False
882,Lucas Sobrenome,3,Agencia 3,Chapeco,2020-04-19,True,24851.0,True,True,True,False,False,True,False,209830,65,5324,3,6.36,Mais de 5 anos,Acima de R$ 15.000,65.4,1,3,3,7,Engajado,False,False
883,Paula Sobrenome,4,Agencia 4,Pato Branco,2024-04-16,True,25392.0,True,False,True,False,True,False,True,158784,11,19681,3,2.37,2 a 3 anos,Acima de R$ 15.000,59.4,1,1,2,4,Em Desenvolvimento,False,False
884,Lucas Sobrenome,4,Agencia 4,Pato Branco,2026-05-03,True,12996.0,True,False,True,False,True,True,True,191312,27,17273,4,0.33,Menos de 2 anos,R$ 8.001 a R$ 15.000,67.0,2,0,3,5,Maduro,False,False
885,Juliana Sobrenome,5,Agencia 5,Toledo,2018-01-23,True,9898.0,True,False,True,True,True,True,True,1896,94,7722,5,8.6,Mais de 5 anos,R$ 8.001 a R$ 15.000,33.1,2,3,0,5,Maduro,False,True
886,Paula Sobrenome,2,Agencia 2,Pato Branco,2024-12-18,True,21431.0,True,False,False,True,True,False,True,36347,35,1736,3,1.7,Menos de 2 anos,Acima de R$ 15.000,19.0,1,0,0,1,Inicial,False,True
887,Ricardo Sobrenome,3,Agencia 3,Pato Branco,2025-08-19,True,6298.0,True,True,True,True,True,True,False,31378,72,1060,5,1.03,Menos de 2 anos,R$ 3.001 a R$ 8.000,25.5,2,0,0,2,Inicial,False,True
